gpu_name,url,graphics_processor.gpu_name,graphics_processor.gpu_variant,graphics_processor.architecture,graphics_processor.foundry,graphics_processor.process_size,graphics_processor.transistors,graphics_processor.die_size,graphics_card.release_date,graphics_card.availability,graphics_card.generation,graphics_card.predecessor,graphics_card.successor,graphics_card.production,graphics_card.launch_price,graphics_card.current_price,graphics_card.bus_interface,graphics_card.reviews,clock_speeds.base_clock,clock_speeds.boost_clock,clock_speeds.soc_clock,clock_speeds.uvd_clock,clock_speeds.memory_clock,memory.memory_size,memory.memory_type,memory.memory_bus,memory.bandwidth,render_config.shading_units,render_config.tmus,render_config.rops,render_config.compute_units,render_config.rt_cores,render_config.l0_cache,render_config.l1_cache,render_config.l2_cache,render_config.l3_cache,theoretical_performance.pixel_rate,theoretical_performance.texture_rate,theoretical_performance.fp16_(half)_performance,theoretical_performance.fp32_(float)_performance,theoretical_performance.fp64_(double)_performance,board_design.slot_width,board_design.length,board_design.width,board_design.height,board_design.tdp,board_design.suggested_psu,board_design.outputs,board_design.power_connectors,board_design.part_number,board_design.board_number,graphics_features.directx,graphics_features.opengl,graphics_features.opencl,graphics_features.vulkan,graphics_features.pixel_shader,graphics_features.vertex_shader
Intel HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c1250,Ivy Bridge GT1,Ivy Bridge-H-2,Generation 7.0,Intel,22 nm,392 million,94 mm²,"Apr 1st, 2012",,"HD Graphics
(Ivy Bridge)",,,End-of-life,,,Ring Bus,2 in our database,650 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,48,6,1,,,,,,,1.050 GPixel/s,6.300 GTexel/s,,100.8 GFLOPS,25.20 GFLOPS (1:4),IGP,,,,unknown,,No outputs,,,,11.1 (11_0),4.0,1.2,1.0,,
Intel HD Graphics 4000,https://www.techpowerup.com/gpu-specs/hd-graphics-4000.c1282,Ivy Bridge GT2,,Generation 7.0,Intel,22 nm,"1,200 million",133 mm²,"May 14th, 2012",,"HD Graphics
(Ivy Bridge)",,,End-of-life,,,Ring Bus,2 in our database,650 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128,16,2,,,,,,,2.100 GPixel/s,16.80 GTexel/s,,268.8 GFLOPS,67.20 GFLOPS (1:4),IGP,,,,unknown,,No outputs,,,,11.1 (11_0),4.0,1.2,1.0,,
Intel HD Graphics 4000,https://www.techpowerup.com/gpu-specs/hd-graphics-4000.c1266,Ivy Bridge GT2,,Generation 7.0,Intel,22 nm,"1,200 million",133 mm²,"May 14th, 2012",,"HD Graphics-M
(Ivy Bridge)",,,End-of-life,,,Ring Bus,2 in our database,650 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128,16,2,,,,,,,2.000 GPixel/s,16.00 GTexel/s,,256.0 GFLOPS,64.00 GFLOPS (1:4),IGP,,,,45 W,,No outputs,,,,11.1 (11_0),4.0,1.2,1.0,,
Intel HD Graphics P4000,https://www.techpowerup.com/gpu-specs/hd-graphics-p4000.c2027,Ivy Bridge GT2,,Generation 7.0,Intel,22 nm,"1,200 million",133 mm²,"May 14th, 2012",,"HD Graphics-W
(Ivy Bridge)",,,End-of-life,,,Ring Bus,2 in our database,650 MHz,1250 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128,16,1,,,,,,,1.250 GPixel/s,20.00 GTexel/s,,320.0 GFLOPS,80.00 GFLOPS (1:4),IGP,,,,45 W,,No outputs,,,,11.1 (11_0),4.0,1.2,1.0,,
Intel Xeon Phi 3120A,https://www.techpowerup.com/gpu-specs/xeon-phi-3120a.c1886,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Nov 12th, 2012",,"Knights Corner
(x100)",,,End-of-life,"1,695 USD",,PCIe 3.0 x16,2 in our database,,,,,"1250 MHz
										
					5 Gbps effective",6 GB,GDDR5,384 bit,240.0 GB/s,912,32,0,,,,,,,0 MPixel/s,35.20 GTexel/s,,2.006 TFLOPS,,Dual-slot,"248 mm
					9.8 inches",,,300 W,700 W,No outputs,,,,N/A,N/A,1.2,N/A,,
Intel Xeon Phi 5110P,https://www.techpowerup.com/gpu-specs/xeon-phi-5110p.c2480,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Nov 12th, 2012",,"Knights Corner
(x100)",,,End-of-life,"2,649 USD",,PCIe 3.0 x16,2 in our database,,,,,"1250 MHz
										
					5 Gbps effective",8 GB,GDDR5,512 bit,320.0 GB/s,960,32,0,,,,,,,0 MPixel/s,33.70 GTexel/s,,2.022 TFLOPS,,Dual-slot,"248 mm
					9.8 inches",,,225 W,550 W,No outputs,,,,N/A,N/A,1.2,N/A,,
Intel Xeon Phi SE10X,https://www.techpowerup.com/gpu-specs/xeon-phi-se10x.c1891,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Nov 12th, 2012",,Knights Corner,,,End-of-life,,,PCIe 3.0 x16,2 in our database,,,,,"1375 MHz
										
					5.5 Gbps effective",8 GB,GDDR5,512 bit,352.0 GB/s,976,32,0,,,,,,,0 MPixel/s,35.20 GTexel/s,,2.147 TFLOPS,,Dual-slot,"248 mm
					9.8 inches",,,300 W,700 W,No outputs,,,,N/A,N/A,1.2,N/A,,
Intel HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c2467,Haswell GT1,,Generation 7.5,Intel,22 nm,unknown,unknown,"Apr 29th, 2013",,"HD Graphics
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,200 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,80,10,1,,,,,,,1.000 GPixel/s,10.00 GTexel/s,,160.0 GFLOPS,40.00 GFLOPS (1:4),IGP,,,,45 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c2469,Bay Trail GT1,,Generation 7.0,Intel,22 nm,unknown,unknown,"Sep 2nd, 2013",,"HD Graphics-T
(Bay Trail)",,,End-of-life,,,Ring Bus,2 in our database,311 MHz,646 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,32,4,1,,,,,,,646.0 MPixel/s,2.584 GTexel/s,,41.34 GFLOPS,10.34 GFLOPS (1:4),IGP,,,,4 W,,No outputs,,,,11.1 (11_0),4.0,1.2,1.0,,
Intel HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c3134,Haswell GT1,,Generation 7.5,Intel,22 nm,unknown,unknown,"Apr 29th, 2013",,"HD Graphics-M
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,200 MHz,850 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,80,10,1,,,,,,,850.0 MPixel/s,8.500 GTexel/s,,136.0 GFLOPS,34.00 GFLOPS (1:4),IGP,,,,45 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel HD Graphics 4200,https://www.techpowerup.com/gpu-specs/hd-graphics-4200.c3287,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Sep 2nd, 2013",,"HD Graphics-M
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,200 MHz,850 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,,,,,,,1.700 GPixel/s,17.00 GTexel/s,,272.0 GFLOPS,68.00 GFLOPS (1:4),IGP,,,,4 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel HD Graphics 4400,https://www.techpowerup.com/gpu-specs/hd-graphics-4400.c2471,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Sep 3rd, 2013",,"HD Graphics-M
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,200 MHz,950 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,,,,,,,1.900 GPixel/s,19.00 GTexel/s,,304.0 GFLOPS,76.00 GFLOPS (1:4),IGP,,,,20 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel HD Graphics 4400,https://www.techpowerup.com/gpu-specs/hd-graphics-4400.c2470,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Sep 3rd, 2013",,"HD Graphics
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,200 MHz,1150 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,,,,,,,2.300 GPixel/s,23.00 GTexel/s,,368.0 GFLOPS,92.00 GFLOPS (1:4),IGP,,,,20 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel HD Graphics 4600,https://www.techpowerup.com/gpu-specs/hd-graphics-4600.c1994,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Jun 3rd, 2013",,"HD Graphics
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,350 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,,,,,,,2.200 GPixel/s,22.00 GTexel/s,,352.0 GFLOPS,88.00 GFLOPS (1:4),IGP,,,,45 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel HD Graphics 4600,https://www.techpowerup.com/gpu-specs/hd-graphics-4600.c1953,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"May 27th, 2013",,"HD Graphics-M
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,400 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,,,,,,,2.200 GPixel/s,22.00 GTexel/s,,352.0 GFLOPS,88.00 GFLOPS (1:4),IGP,,,,20 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel HD Graphics 5000,https://www.techpowerup.com/gpu-specs/hd-graphics-5000.c2468,Haswell GT3,,Generation 7.5,Intel,22 nm,"1,300 million",181 mm²,"May 27th, 2013",,"HD Graphics-M
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,200 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,320,40,4,,,,,,,4.000 GPixel/s,40.00 GTexel/s,,640.0 GFLOPS,160.0 GFLOPS (1:4),IGP,,,,30 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel HD Graphics P4600,https://www.techpowerup.com/gpu-specs/hd-graphics-p4600.c2369,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Jun 1st, 2013",,"HD Graphics-W
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,350 MHz,1200 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,,,,,,,2.400 GPixel/s,24.00 GTexel/s,,384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,84 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel HD Graphics P4700,https://www.techpowerup.com/gpu-specs/hd-graphics-p4700.c2563,Haswell GT2,,Generation 7.5,Intel,22 nm,unknown,unknown,"Jun 1st, 2013",,"HD Graphics-W
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,350 MHz,1300 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,160,20,2,,,,,,,2.600 GPixel/s,26.00 GTexel/s,,416.0 GFLOPS,104.0 GFLOPS (1:4),IGP,,,,86 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel Iris Graphics 5100,https://www.techpowerup.com/gpu-specs/iris-graphics-5100.c2474,Haswell GT3,,Generation 7.5,Intel,22 nm,"1,300 million",181 mm²,"May 27th, 2013",,"HD Graphics-M
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,200 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,320,40,4,,,,,,,4.400 GPixel/s,44.00 GTexel/s,,704.0 GFLOPS,176.0 GFLOPS (1:4),IGP,,,,30 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel Iris Pro Graphics 5200,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-5200.c2472,Haswell GT3e,,Generation 7.5,Intel,22 nm,unknown,unknown,"Jun 3rd, 2013",,"HD Graphics
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,200 MHz,1150 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,320,40,4,,,,,,,4.600 GPixel/s,46.00 GTexel/s,,736.0 GFLOPS,184.0 GFLOPS (1:4),IGP,,,,45 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel Iris Pro Graphics 5200,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-5200.c2007,Haswell GT3e,,Generation 7.5,Intel,22 nm,unknown,unknown,"May 27th, 2013",,"HD Graphics-M
(Haswell)",,,End-of-life,,,Ring Bus,2 in our database,200 MHz,1200 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,320,40,4,,,,,,,4.800 GPixel/s,48.00 GTexel/s,,768.0 GFLOPS,192.0 GFLOPS (1:4),IGP,,,,30 W,,No outputs,,,,12 (11_1),4.3,1.2,1.0,,
Intel Xeon Phi 5120D,https://www.techpowerup.com/gpu-specs/xeon-phi-5120d.c2482,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Jun 17th, 2013",,"Knights Corner
(x100)",,,End-of-life,"2,759 USD",,PCIe 2.0 x16,2 in our database,,,,,"1250 MHz
										
					5 Gbps effective",8 GB,GDDR5,512 bit,320.0 GB/s,960,32,0,,,,,,,0 MPixel/s,33.70 GTexel/s,,2.022 TFLOPS,,Dual-slot,"248 mm
					9.8 inches",,,245 W,550 W,No outputs,,,,N/A,N/A,1.2,N/A,,
Intel Xeon Phi 7120P,https://www.techpowerup.com/gpu-specs/xeon-phi-7120p.c1885,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Jun 17th, 2013",,"Knights Corner
(x100)",,,End-of-life,"4,129 USD",,PCIe 3.0 x16,2 in our database,1238 MHz,1333 MHz,,,"1375 MHz
										
					5.5 Gbps effective",16 GB,GDDR5,512 bit,352.0 GB/s,976,32,0,,,,,,,0 MPixel/s,42.66 GTexel/s,,2.602 TFLOPS,,Dual-slot,"248 mm
					9.8 inches",,,300 W,700 W,No outputs,,,,N/A,N/A,1.2,N/A,,
Intel Xeon Phi 7120X,https://www.techpowerup.com/gpu-specs/xeon-phi-7120x.c2481,Knights Corner,,Knights,Intel,22 nm,"5,000 million",720 mm²,"Jun 17th, 2013",,"Knights Corner
(x100)",,,End-of-life,"4,129 USD",,PCIe 3.0 x16,2 in our database,1238 MHz,1333 MHz,,,"1375 MHz
										
					5.5 Gbps effective",16 GB,GDDR5,512 bit,352.0 GB/s,976,32,0,,,,,,,0 MPixel/s,42.66 GTexel/s,,2.602 TFLOPS,,Dual-slot,"248 mm
					9.8 inches",,,300 W,700 W,No outputs,,,,N/A,N/A,1.2,N/A,,
Intel HD Graphics 5300,https://www.techpowerup.com/gpu-specs/hd-graphics-5300.c2624,Broadwell GT2,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014",,"HD Graphics-M
(Broadwell)",,,End-of-life,,,Ring Bus,2 in our database,300 MHz,800 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,,,,2.400 GPixel/s,19.20 GTexel/s,,307.2 GFLOPS,76.80 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (11_1),4.4,3.0,1.0,,
Intel HD Graphics 5500,https://www.techpowerup.com/gpu-specs/hd-graphics-5500.c2625,Broadwell GT2,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014",,"HD Graphics-M
(Broadwell)",,,End-of-life,,,Ring Bus,2 in our database,300 MHz,850 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,,,,2.550 GPixel/s,20.40 GTexel/s,,326.4 GFLOPS,81.60 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (11_1),4.4,3.0,1.0,,
Intel HD Graphics 5600,https://www.techpowerup.com/gpu-specs/hd-graphics-5600.c3139,Broadwell GT2,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014",,"HD Graphics-M
(Broadwell)",,,End-of-life,,,Ring Bus,2 in our database,300 MHz,1050 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,,,,3.150 GPixel/s,25.20 GTexel/s,,403.2 GFLOPS,100.8 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (11_1),4.4,3.0,1.0,,
Intel HD Graphics 6000,https://www.techpowerup.com/gpu-specs/hd-graphics-6000.c2626,Broadwell GT3,,Generation 8.0,Intel,14 nm,unknown,133 mm²,"Sep 5th, 2014",,"HD Graphics-M
(Broadwell)",,,End-of-life,,,Ring Bus,2 in our database,300 MHz,950 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,,,,,,,5.700 GPixel/s,45.60 GTexel/s,,729.6 GFLOPS,182.4 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (11_1),4.4,3.0,1.0,,
Intel HD Graphics P5700,https://www.techpowerup.com/gpu-specs/hd-graphics-p5700.c2791,Broadwell GT2,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014",,"HD Graphics-W
(Broadwell)",,,End-of-life,,,Ring Bus,2 in our database,700 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,,,,3.000 GPixel/s,24.00 GTexel/s,,384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (11_1),4.4,3.0,1.0,,
Intel Iris Graphics 6100,https://www.techpowerup.com/gpu-specs/iris-graphics-6100.c2627,Broadwell GT3,,Generation 8.0,Intel,14 nm,unknown,133 mm²,"Sep 5th, 2014",,"HD Graphics-M
(Broadwell)",,,End-of-life,,,Ring Bus,2 in our database,300 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,,,,,,,6.000 GPixel/s,48.00 GTexel/s,,768.0 GFLOPS,192.0 GFLOPS (1:4),IGP,,,,15 W,,No outputs,None,,,12 (11_1),4.4,3.0,1.0,,
Intel Iris Pro Graphics 6200,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-6200.c2628,Broadwell GT3e,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014",,"HD Graphics-M
(Broadwell)",,,End-of-life,,,Ring Bus,2 in our database,300 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,,,,,,,6.600 GPixel/s,52.80 GTexel/s,,844.8 GFLOPS,211.2 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (11_1),4.4,3.0,1.0,,
Intel Iris Pro Graphics 6200,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-6200.c2790,Broadwell GT3e,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014",,"HD Graphics
(Broadwell)",,,End-of-life,,,Ring Bus,2 in our database,300 MHz,1100 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,,,,,,,6.600 GPixel/s,52.80 GTexel/s,,844.8 GFLOPS,211.2 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (11_1),4.4,3.0,1.0,,
Intel Iris Pro Graphics P6300,https://www.techpowerup.com/gpu-specs/iris-pro-graphics-p6300.c2792,Broadwell GT3e,,Generation 8.0,Intel,14 nm,unknown,unknown,"Sep 5th, 2014",,"HD Graphics-W
(Broadwell)",,,End-of-life,,,Ring Bus,2 in our database,300 MHz,800 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,,,,,,,4.800 GPixel/s,38.40 GTexel/s,,614.4 GFLOPS,153.6 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (11_1),4.4,3.0,1.0,,
Intel HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c3149,Broadwell GT1,,Generation 8.0,Intel,14 nm,unknown,82 mm²,"Jan 5th, 2015",,"HD Graphics-M
(Broadwell)",,,Active,,,Ring Bus,2 in our database,100 MHz,800 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,2,,,,,,,1.600 GPixel/s,9.600 GTexel/s,,153.6 GFLOPS,38.40 GFLOPS (1:4),IGP,,,,6 W,,No outputs,,,,12 (11_1),4.4,3.0,1.0,,
Intel HD Graphics,https://www.techpowerup.com/gpu-specs/hd-graphics.c3115,Braswell GT1,,Generation 8.0,Intel,14 nm,unknown,unknown,"Apr 1st, 2015",,"HD Graphics-T
(Airmont)",,,Active,,,Ring Bus,2 in our database,,,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,2,,,,,,,1.000 GPixel/s,6.000 GTexel/s,,96.00 GFLOPS,24.00 GFLOPS (1:4),IGP,,,,6 W,,No outputs,,,,12 (11_1),4.3,3.0,1.0,,
Intel HD Graphics 400,https://www.techpowerup.com/gpu-specs/hd-graphics-400.c2900,Braswell GT1,,Generation 8.0,Intel,14 nm,unknown,unknown,"Apr 1st, 2015",,"HD Graphics-T
(Airmont)",,,Active,,,Ring Bus,2 in our database,320 MHz,600 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,2,,,,,,,1.200 GPixel/s,7.200 GTexel/s,,115.2 GFLOPS,28.80 GFLOPS (1:4),IGP,,,,6 W,,No outputs,,,,12 (11_1),4.3,3.0,1.0,,
Intel HD Graphics 405,https://www.techpowerup.com/gpu-specs/hd-graphics-405.c2901,Braswell GT1,,Generation 8.0,Intel,14 nm,unknown,unknown,"Apr 1st, 2015",,"HD Graphics-T
(Airmont)",,,Active,,,Ring Bus,2 in our database,200 MHz,600 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,128,16,2,,,,,,,1.200 GPixel/s,9.600 GTexel/s,,153.6 GFLOPS,38.40 GFLOPS (1:4),IGP,,,,6 W,,No outputs,,,,12 (11_1),4.3,3.0,1.0,,
Intel HD Graphics 500,https://www.techpowerup.com/gpu-specs/hd-graphics-500.c2902,Apollo Lake GT1,,Generation 9.0,Intel,14 nm,unknown,unknown,"Sep 1st, 2015",,"HD Graphics-T
(Goldmont)",,,Active,,,Ring Bus,2 in our database,200 MHz,650 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,2,,,,,,,1.300 GPixel/s,7.800 GTexel/s,,124.8 GFLOPS,15.60 GFLOPS (1:8),IGP,,,,6 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,
Intel HD Graphics 510,https://www.techpowerup.com/gpu-specs/hd-graphics-510.c2784,Skylake GT1,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",,"HD Graphics-M
(Skylake)",,,Active,,,Ring Bus,2 in our database,300 MHz,900 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,3,,,,,,,2.700 GPixel/s,10.80 GTexel/s,345.6 GFLOPS (2:1),172.8 GFLOPS,43.20 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,
Intel HD Graphics 510,https://www.techpowerup.com/gpu-specs/hd-graphics-510.c2795,Skylake GT1,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",,"HD Graphics
(Skylake)",,,Active,,,Ring Bus,2 in our database,350 MHz,950 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,2,,,,,,,1.900 GPixel/s,11.40 GTexel/s,364.8 GFLOPS (2:1),182.4 GFLOPS,45.60 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,
Intel HD Graphics 515,https://www.techpowerup.com/gpu-specs/hd-graphics-515.c3400,Skylake GT2,,Generation 9.0,Intel,14 nm+,unknown,123 mm²,"Sep 1st, 2015",,"HD Graphics-M
(Skylake)",,,Active,,,Ring Bus,2 in our database,300 MHz,800 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,,,,2.400 GPixel/s,19.20 GTexel/s,614.4 GFLOPS (2:1),307.2 GFLOPS,76.80 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,
Intel HD Graphics 520,https://www.techpowerup.com/gpu-specs/hd-graphics-520.c2783,Skylake GT2,,Generation 9.0,Intel,14 nm+,unknown,123 mm²,"Sep 1st, 2015",,"HD Graphics-M
(Skylake)",,,Active,,,Ring Bus,2 in our database,300 MHz,900 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,,,,2.700 GPixel/s,21.60 GTexel/s,691.2 GFLOPS (2:1),345.6 GFLOPS,86.40 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,
Intel HD Graphics 530,https://www.techpowerup.com/gpu-specs/hd-graphics-530.c2785,Skylake GT2,,Generation 9.0,Intel,14 nm+,unknown,123 mm²,"Sep 1st, 2015",,"HD Graphics-M
(Skylake)",,,Active,,,Ring Bus,2 in our database,350 MHz,950 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,,,,2.850 GPixel/s,22.80 GTexel/s,729.6 GFLOPS (2:1),364.8 GFLOPS,91.20 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,
Intel HD Graphics 530,https://www.techpowerup.com/gpu-specs/hd-graphics-530.c2789,Skylake GT2,,Generation 9.0,Intel,14 nm+,unknown,123 mm²,"Sep 1st, 2015",,"HD Graphics
(Skylake)",,,Active,,,Ring Bus,2 in our database,350 MHz,950 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,,,,2.850 GPixel/s,22.80 GTexel/s,729.6 GFLOPS (2:1),364.8 GFLOPS,91.20 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,
Intel HD Graphics P530,https://www.techpowerup.com/gpu-specs/hd-graphics-p530.c2793,Skylake GT2,,Generation 9.0,Intel,14 nm+,unknown,123 mm²,"Sep 1st, 2015",,"HD Graphics-W
(Skylake)",,,Active,,,Ring Bus,2 in our database,350 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,16,3,,,,,,,3.000 GPixel/s,16.00 GTexel/s,768.0 GFLOPS (2:1),384.0 GFLOPS,96.00 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,
Intel Iris Graphics 540,https://www.techpowerup.com/gpu-specs/iris-graphics-540.c2786,Skylake GT3e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",,"HD Graphics-M
(Skylake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,,,,,,,6.000 GPixel/s,48.00 GTexel/s,,768.0 GFLOPS,,IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,
Intel Iris Graphics 550,https://www.techpowerup.com/gpu-specs/iris-graphics-550.c2787,Skylake GT3e,,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",,"HD Graphics-M
(Skylake)",,,Active,,,Ring Bus,2 in our database,300 MHz,1000 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,,,,,,,6.000 GPixel/s,48.00 GTexel/s,1.536 TFLOPS (2:1),768.0 GFLOPS,192.0 GFLOPS (1:4),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,3.0,1.3,,
